transaction_id,timestamp,customer_id,merchant_id,device_id,amount,transaction_hour,is_night,new_customer,new_merchant,new_device,velocity_8min,amount_spike,customer_history_count,merchant_history_count,device_history_count,is_fraud
TXN00000059,2025-01-06 03:23:37,C01988,M01245,D05950,40.08,3,1,0,1,0,1,0,2,0,1,0
TXN00000060,2025-01-06 03:26:17,C01988,M00611,D02735,161.03,3,1,0,1,1,2,0,3,0,0,0
TXN00000061,2025-01-06 03:31:00,C01988,M03232,D05950,51.72,3,1,0,1,0,2,0,4,0,2,0
TXN00000062,2025-01-06 03:38:25,C05871,M02010,D08899,180.78,3,1,1,1,1,0,0,0,0,0,0
TXN00000063,2025-01-06 03:41:31,C05871,M02276,D08899,71.25,3,1,0,1,0,1,0,1,0,1,0
TXN00000064,2025-01-06 03:43:07,C05871,M00887,D07286,351.99,3,1,0,1,1,2,0,2,0,0,0
TXN00000065,2025-01-06 03:46:13,C05871,M00434,D08899,217.56,3,1,0,1,0,3,0,3,0,2,0
TXN00000066,2025-01-06 15:32:48,C07832,M00999,D05443,51.51,15,0,1,1,1,0,0,0,0,0,0
TXN00000067,2025-01-06 15:35:34,C07832,M02351,D05513,187.04,15,0,0,1,1,1,0,1,0,0,0
TXN00000068,2025-01-06 23:44:34,C04033,M02202,D01800,262.86,23,1,1,1,1,0,0,0,0,0,0
TXN00000069,2025-01-06 23:46:31,C04033,M03138,D01800,541.26,23,1,0,1,0,1,0,1,0,1,0
TXN00000070,2025-01-06 23:50:05,C04033,M02572,D01800,82.3,23,1,0,1,0,2,0,2,0,2,0
TXN00000071,2025-01-07 02:05:52,CX00626,M04137,D07444,3596.65,2,1,1,1,1,0,1,0,0,0,1
TXN00000072,2025-01-07 02:26:07,CX00626,M00608,D07444,402.52,2,1,0,1,0,0,0,1,0,1,1
TXN00000073,2025-01-07 02:29:50,CX00434,M00990,D09322,4538.65,2,1,1,0,1,0,1,0,2,0,1
TXN00000074,2025-01-07 02:52:51,CX00434,M02888,D09322,6102.49,2,1,0,1,0,0,1,1,0,1,1
TXN00000075,2025-01-07 21:23:18,CX00474,M00897,D05465,5053.57,21,0,1,1,1,0,1,0,0,0,1
TXN00000076,2025-01-07 21:39:07,CX00474,M00670,D05465,3037.97,21,0,0,0,0,0,0,1,1,1,1
TXN00000077,2025-01-07 21:55:06,CX00474,M00208,D05465,598.33,21,0,0,1,0,0,0,2,0,2,1
TXN00000078,2025-01-08 02:19:12,CX00049,M03860,D07304,229.76,2,1,1,1,1,0,0,0,0,0,1
TXN00000079,2025-01-08 02:22:12,CX00049,M01726,D07304,1636.76,2,1,0,1,0,1,0,1,0,1,1
TXN00000080,2025-01-08 02:25:11,CX00049,M04054,D07304,4008.23,2,1,0,1,0,2,1,2,0,2,1
TXN00000081,2025-01-08 02:28:40,CX00049,M02857,D07304,433.45,2,1,0,1,0,2,0,3,0,3,1
TXN00000082,2025-01-08 02:31:20,CX00049,M00926,D07304,828.82,2,1,0,1,0,2,0,4,0,4,1
TXN00000083,2025-01-08 04:58:27,C03663,M03692,D07174,112.09,4,1,0,1,0,0,0,3,0,2,0
TXN00000084,2025-01-08 05:05:35,C03663,M04002,D07174,61.27,5,1,0,1,0,1,0,4,0,3,0
TXN00000085,2025-01-08 05:08:12,C03663,M02873,D07174,45.58,5,1,0,1,0,1,0,5,0,4,0
TXN00000086,2025-01-08 05:12:32,C03663,M01503,D00663,21.52,5,1,0,1,1,2,0,6,0,0,0
TXN00000087,2025-01-08 11:15:03,C04948,M00798,D04343,251.02,11,0,1,1,1,0,0,0,0,0,0
TXN00000088,2025-01-08 11:18:51,C04948,M00581,D04343,139.02,11,0,0,1,0,1,0,1,0,1,0
TXN00000089,2025-01-08 11:20:24,C04948,M03618,D04343,231.43,11,0,0,1,0,2,0,2,0,2,0
TXN00000090,2025-01-08 13:35:49,C04439,M00742,D00924,167.9,13,0,1,1,1,0,0,0,0,0,0
TXN00000091,2025-01-08 13:41:19,C04439,M03964,D00924,143.76,13,0,0,1,0,1,0,1,0,1,0
TXN00000092,2025-01-08 16:16:17,CX00458,M01692,D00968,720.46,16,0,1,1,1,0,0,0,0,0,1
TXN00000093,2025-01-08 16:44:08,CX00458,M03409,D00968,558.74,16,0,0,1,0,0,0,1,0,1,1
TXN00000094,2025-01-08 18:36:07,C04689,M03777,D04878,140.79,18,0,1,1,1,0,0,0,0,0,0
TXN00000095,2025-01-08 18:40:18,C04689,M00907,D03736,87.68,18,0,0,1,1,1,0,1,0,0,0
TXN00000096,2025-01-08 18:42:43,C04689,M00964,D03923,403.05,18,0,0,1,1,2,0,2,0,0,0
TXN00000097,2025-01-08 18:43:58,C04689,M02833,D03923,293.15,18,0,0,1,0,3,0,3,0,1,0
TXN00000098,2025-01-08 18:49:11,C04689,M04058,D08851,2580.87,18,0,0,1,1,2,1,4,0,0,0
TXN00000099,2025-01-08 19:44:47,CX00045,M02115,D04245,4565.78,19,0,1,1,1,0,1,0,0,0,1
TXN00000100,2025-01-08 19:57:28,CX00045,M00763,D04245,232.58,19,0,0,1,0,0,0,1,0,1,1
TXN00000101,2025-01-08 20:09:36,CX00045,M02998,D04245,1433.59,20,0,0,1,0,0,0,2,0,2,1
TXN00000102,2025-01-09 01:32:46,CX00235,M01495,D05654,620.4,1,1,1,1,1,0,0,0,0,0,1
TXN00000103,2025-01-09 01:34:46,CX00235,M02021,D05654,3032.24,1,1,0,1,0,1,1,1,0,1,1
TXN00000104,2025-01-09 01:36:40,CX00235,M03429,D05654,442.52,1,1,0,1,0,2,0,2,0,2,1
TXN00000105,2025-01-09 01:38:51,CX00235,M00739,D05654,688.73,1,1,0,1,0,3,0,3,0,3,1
TXN00000106,2025-01-09 01:41:23,CX00235,M02356,D05654,456.71,1,1,0,1,0,3,0,4,0,4,1
TXN00000107,2025-01-09 09:29:53,C03808,M01353,D00022,37.25,9,0,1,0,1,0,0,0,1,0,0
TXN00000108,2025-01-09 09:33:18,C03808,M02489,D00022,33.28,9,0,0,1,0,1,0,1,0,1,0
TXN00000109,2025-01-09 16:22:12,C04674,M02047,D07469,39.59,16,0,1,1,1,0,0,0,0,0,0
TXN00000110,2025-01-09 16:25:48,C04674,M03910,D03439,298.28,16,0,0,1,1,1,0,1,0,0,0
TXN00000111,2025-01-09 21:24:56,C04109,M00651,D05576,322.74,21,0,1,1,1,0,0,0,0,0,0
TXN00000112,2025-01-09 21:27:49,C04109,M03475,D05576,249.58,21,0,0,1,0,1,0,1,0,1,0
TXN00000113,2025-01-09 22:05:43,CX00566,M00130,D08301,568.36,22,0,1,1,1,0,0,0,0,0,1
TXN00000114,2025-01-09 22:08:12,CX00566,M00352,D08301,4587.26,22,0,0,1,0,1,1,1,0,1,1
TXN00000115,2025-01-09 22:10:57,CX00566,M00990,D08301,8619.77,22,0,0,0,0,2,1,2,3,2,1
TXN00000116,2025-01-09 22:13:13,CX00566,M01242,D08301,992.14,22,0,0,1,0,3,0,3,0,3,1
TXN00000117,2025-01-09 22:15:27,CX00897,M00434,D02538,684.79,22,0,1,0,1,0,0,0,1,0,1
TXN00000118,2025-01-09 22:15:52,CX00566,M02559,D08301,1873.84,22,0,0,1,0,3,0,4,0,4,1
TXN00000119,2025-01-09 22:29:43,CX00897,M03255,D02538,939.58,22,0,0,1,0,0,0,1,0,1,1
TXN00000120,2025-01-09 22:43:08,CX00897,M03822,D02538,1093.51,22,0,0,1,0,0,0,2,0,2,1
TXN00000121,2025-01-10 04:56:10,C00608,M00977,D02865,56.06,4,1,1,1,1,0,0,0,0,0,0
TXN00000122,2025-01-10 04:59:00,C00608,M02449,D02463,93.76,4,1,0,1,1,1,0,1,0,0,0
TXN00000123,2025-01-10 10:28:33,C01294,M03601,D05455,131.52,10,0,1,1,1,0,0,0,0,0,0
TXN00000124,2025-01-10 10:33:05,C01294,M03063,D05455,1254.1,10,0,0,1,0,1,0,1,0,1,0
TXN00000125,2025-01-10 14:47:05,C04262,M04078,D05581,410.93,14,0,1,1,1,0,0,0,0,0,0
TXN00000126,2025-01-10 14:49:34,C04262,M01395,D04034,482.39,14,0,0,1,1,1,0,1,0,0,0
TXN00000127,2025-01-10 14:52:29,C04262,M01748,D05586,487.93,14,0,0,1,1,2,0,2,0,0,0
TXN00000128,2025-01-10 22:33:49,CX00581,M02753,D05603,15845.63,22,0,1,1,1,0,1,0,0,0,1
TXN00000129,2025-01-10 22:40:28,CX00581,M02926,D05603,481.85,22,0,0,1,0,1,0,1,0,1,1
TXN00000130,2025-01-10 22:47:40,CX00581,M00745,D05603,4871.26,22,0,0,1,0,1,1,2,0,2,1
TXN00000131,2025-01-10 22:54:53,CX00581,M03637,D05603,1927.91,22,0,0,1,0,1,0,3,0,3,1
TXN00000132,2025-01-11 00:47:30,C04761,M01182,D01944,108.32,0,1,1,1,1,0,0,0,0,0,0
TXN00000133,2025-01-11 00:50:43,C04761,M02607,D09190,608.32,0,1,0,1,1,1,0,1,0,0,0
TXN00000134,2025-01-11 00:56:38,C04761,M00094,D08073,476.1,0,1,0,1,1,1,0,2,0,0,0
TXN00000135,2025-01-11 04:02:08,C04563,M03473,D04907,89.8,4,1,1,1,1,0,0,0,0,0,0
TXN00000136,2025-01-11 04:04:30,C04563,M00265,D04907,647.87,4,1,0,1,0,1,0,1,0,1,0
TXN00000137,2025-01-11 04:07:14,C04563,M03786,D04907,69.11,4,1,0,1,0,2,0,2,0,2,0
TXN00000138,2025-01-11 04:12:54,C04563,M03874,D04907,230.74,4,1,0,1,0,1,0,3,0,3,0
TXN00000139,2025-01-11 04:15:07,C04563,M00335,D07010,63.83,4,1,0,1,1,2,0,4,0,0,0
TXN00000140,2025-01-11 04:46:57,C08020,M01813,D06126,1072.43,4,1,1,0,1,0,0,0,1,0,0
TXN00000141,2025-01-11 04:49:21,C08020,M03980,D06106,72.76,4,1,0,1,1,1,0,1,0,0,0
TXN00000142,2025-01-11 04:53:32,C08020,M01908,D06126,129.57,4,1,0,1,0,2,0,2,0,1,0
TXN00000143,2025-01-11 04:59:19,C08020,M01004,D06126,87.36,4,1,0,1,0,1,0,3,0,2,0
TXN00000144,2025-01-11 05:05:41,CX00176,M03897,D01208,344.57,5,1,1,1,1,0,0,0,0,0,1
TXN00000145,2025-01-11 05:28:41,CX00176,M03330,D01208,787.27,5,1,0,1,0,0,0,1,0,1,1
TXN00000146,2025-01-11 21:47:06,C00446,M03904,D04712,273.0,21,0,1,1,1,0,0,0,0,0,0
TXN00000147,2025-01-11 21:52:02,C00446,M03514,D04712,148.94,21,0,0,1,0,1,0,1,0,1,0
TXN00000148,2025-01-11 21:54:14,C00446,M02887,D04712,565.37,21,0,0,1,0,2,0,2,0,2,0
TXN00000149,2025-01-11 23:16:14,C01086,M01716,D06948,21.77,23,1,1,1,1,0,0,0,0,0,0
TXN00000150,2025-01-11 23:20:02,C01086,M00776,D00591,378.18,23,1,0,1,1,1,0,1,0,0,0
TXN00000151,2025-01-12 02:37:38,C04962,M01237,D00220,475.6,2,1,1,1,1,0,0,0,0,0,0
TXN00000152,2025-01-12 02:42:27,C04962,M01674,D05690,900.01,2,1,0,1,1,1,0,1,0,0,0
TXN00000153,2025-01-12 02:45:14,C04962,M00406,D05690,71.27,2,1,0,1,0,2,0,2,0,1,0
TXN00000154,2025-01-12 03:03:20,C04329,M01186,D06896,50.48,3,1,1,1,1,0,0,0,0,0,0
TXN00000155,2025-01-12 03:05:00,C04329,M02030,D06896,86.92,3,1,0,1,0,1,0,1,0,1,0
TXN00000156,2025-01-12 03:36:29,CX00472,M00533,D01635,1343.66,3,1,1,1,1,0,0,0,0,0,1
TXN00000157,2025-01-12 03:44:30,CX00472,M00381,D01635,23311.6,3,1,0,1,0,0,1,1,0,1,1
TXN00000158,2025-01-12 03:52:37,CX00472,M02871,D01635,3743.51,3,1,0,1,0,0,1,2,0,2,1
TXN00000159,2025-01-12 04:00:07,CX00472,M00452,D01635,594.71,4,1,0,1,0,1,0,3,0,3,1
TXN00000160,2025-01-12 04:28:33,C04355,M02737,D03577,2047.91,4,1,1,1,1,0,0,0,0,0,0
TXN00000161,2025-01-12 04:33:18,C04355,M01491,D04988,111.58,4,1,0,1,1,1,0,1,0,0,0
TXN00000162,2025-01-12 10:25:38,C00250,M03426,D04919,44.96,10,0,1,1,1,0,0,0,0,0,0
TXN00000163,2025-01-12 10:31:00,C00250,M00793,D04919,69.54,10,0,0,1,0,1,0,1,0,1,0
TXN00000164,2025-01-12 12:20:26,C07101,M04026,D06189,363.26,12,0,1,0,1,0,0,0,1,0,0
TXN00000165,2025-01-12 12:25:24,C07101,M03137,D03621,38.93,12,0,0,1,1,1,0,1,0,0,0
TXN00000166,2025-01-12 12:29:50,C07101,M02522,D03621,140.78,12,0,0,1,0,1,0,2,0,1,0
TXN00000167,2025-01-12 12:32:22,C07101,M03110,D03621,370.96,12,0,0,1,0,2,1,3,0,2,0
TXN00000168,2025-01-12 15:16:14,C02591,M03350,D02223,439.84,15,0,1,1,1,0,0,0,0,0,0
TXN00000169,2025-01-12 15:20:43,C02591,M01056,D02223,150.58,15,0,0,1,0,1,0,1,0,1,0
TXN00000170,2025-01-12 19:13:49,C03808,M01480,D00022,474.31,19,0,0,1,0,0,0,2,0,2,0
TXN00000171,2025-01-12 19:19:46,C03808,M03599,D00022,211.32,19,0,0,1,0,1,0,3,0,3,0
TXN00000172,2025-01-12 19:26:13,C03808,M00787,D00022,34.97,19,0,0,1,0,1,0,4,0,4,0
TXN00000173,2025-01-12 20:50:04,C05036,M02654,D01332,171.04,20,0,1,0,1,0,0,0,1,0,0
TXN00000174,2025-01-12 20:54:39,C05036,M02633,D03263,311.53,20,0,0,1,1,1,0,1,0,0,0
TXN00000175,2025-01-12 21:09:46,CX00775,M02672,D08568,824.12,21,0,1,1,1,0,0,0,0,0,1
TXN00000176,2025-01-12 21:13:57,C04319,M00088,D07509,174.61,21,0,1,1,1,0,0,0,0,0,0
TXN00000177,2025-01-12 21:16:10,C04319,M00410,D07509,210.9,21,0,0,1,0,1,0,1,0,1,0
TXN00000178,2025-01-12 21:19:50,C04319,M02851,D00421,67.57,21,0,0,0,1,2,0,2,1,0,0
TXN00000179,2025-01-12 21:38:57,CX00775,M02032,D08568,474.02,21,0,0,1,0,0,0,1,0,1,1
TXN00000180,2025-01-12 22:36:18,C03607,M02978,D08523,154.97,22,0,1,1,1,0,0,0,0,0,0
TXN00000181,2025-01-12 22:38:43,C03607,M02779,D02422,90.62,22,0,0,1,1,1,0,1,0,0,0
TXN00000182,2025-01-12 23:33:26,CX00475,M02890,D00489,864.66,23,1,1,1,1,0,0,0,0,0,1
TXN00000183,2025-01-12 23:37:53,CX00475,M00697,D00489,433.05,23,1,0,1,0,1,0,1,0,1,1
TXN00000184,2025-01-12 23:42:40,CX00475,M00010,D00489,1827.08,23,1,0,1,0,1,0,2,0,2,1
TXN00000185,2025-01-12 23:47:06,CX00475,M01834,D00489,2513.5,23,1,0,1,0,1,1,3,0,3,1
TXN00000186,2025-01-12 23:51:10,CX00475,M03171,D00489,3974.68,23,1,0,1,0,1,1,4,0,4,1
TXN00000187,2025-01-12 23:54:47,CX00020,M03263,D03429,908.44,23,1,1,1,1,0,0,0,0,0,1
TXN00000188,2025-01-12 23:56:53,CX00020,M03629,D03429,852.11,23,1,0,1,0,1,0,1,0,1,1
TXN00000189,2025-01-12 23:59:12,CX00020,M00199,D03429,1211.31,23,1,0,1,0,2,0,2,0,2,1
TXN00000190,2025-01-13 00:01:18,CX00020,M01713,D03429,3494.35,0,1,0,1,0,3,1,3,0,3,1
TXN00000191,2025-01-13 00:03:25,CX00020,M01541,D03429,200.14,0,1,0,1,0,3,0,4,0,4,1
TXN00000192,2025-01-13 02:29:59,CX00793,M03863,D03184,486.1,2,1,1,1,1,0,0,0,0,0,1
TXN00000193,2025-01-13 02:49:31,CX00793,M02209,D03184,999.74,2,1,0,1,0,0,0,1,0,1,1
TXN00000194,2025-01-13 03:01:13,C03409,M04198,D08730,165.52,3,1,1,1,1,0,0,0,0,0,0
TXN00000195,2025-01-13 03:07:48,C03409,M00133,D08730,88.99,3,1,0,1,0,1,0,1,0,1,0
TXN00000196,2025-01-13 03:08:23,C04081,M02059,D08620,550.59,3,1,1,1,1,0,0,0,0,0,0
TXN00000197,2025-01-13 03:10:02,C03409,M02308,D08730,650.38,3,1,0,0,0,1,0,2,1,2,0
TXN00000198,2025-01-13 03:12:17,C03409,M03035,D08730,63.27,3,1,0,1,0,2,0,3,0,3,0
TXN00000199,2025-01-13 03:12:25,C04081,M04078,D08620,102.82,3,1,0,0,0,1,0,1,1,1,0
TXN00000200,2025-01-13 03:15:22,C04081,M01845,D08620,48.23,3,1,0,1,0,2,0,2,0,2,0
TXN00000201,2025-01-13 03:15:48,C03409,M01916,D08730,128.35,3,1,0,1,0,3,0,4,0,4,0
TXN00000202,2025-01-13 03:20:17,C04081,M03895,D08620,77.1,3,1,0,1,0,2,0,3,0,3,0
TXN00000203,2025-01-13 03:43:57,C00518,M00998,D02230,416.85,3,1,1,1,1,0,0,0,0,0,0
TXN00000204,2025-01-13 03:49:03,C00518,M03621,D07172,180.38,3,1,0,1,1,1,0,1,0,0,0
TXN00000205,2025-01-13 03:52:48,C00518,M02040,D05691,200.14,3,1,0,1,1,1,0,2,0,0,0
TXN00000206,2025-01-13 03:54:54,C00518,M02842,D05691,198.15,3,1,0,1,0,2,0,3,0,1,0
TXN00000207,2025-01-13 04:08:16,C06149,M03159,D01366,461.14,4,1,1,0,1,0,0,0,1,0,0
TXN00000208,2025-01-13 04:11:17,C06149,M02748,D07022,342.57,4,1,0,1,1,1,0,1,0,0,0
TXN00000209,2025-01-13 09:45:01,C00180,M03612,D00481,85.3,9,0,1,1,1,0,0,0,0,0,0
TXN00000210,2025-01-13 09:47:30,C00180,M03060,D04541,369.91,9,0,0,1,1,1,0,1,0,0,0
TXN00000211,2025-01-13 09:50:55,C00180,M00128,D00481,63.94,9,0,0,1,0,2,0,2,0,1,0
TXN00000212,2025-01-13 09:54:19,C00180,M02596,D04541,90.95,9,0,0,1,0,2,0,3,0,1,0
TXN00000213,2025-01-13 10:57:58,C03808,M02550,D00022,141.28,10,0,0,1,0,0,0,5,0,5,0
TXN00000214,2025-01-13 11:00:25,C03808,M01487,D00022,114.17,11,0,0,1,0,1,0,6,0,6,0
TXN00000215,2025-01-13 11:50:58,C03907,M02602,D07572,35.6,11,0,1,1,1,0,0,0,0,0,0
TXN00000216,2025-01-13 11:52:50,C03907,M01797,D07572,117.42,11,0,0,1,0,1,0,1,0,1,0
TXN00000217,2025-01-13 11:56:37,C03907,M04146,D07572,51.79,11,0,0,1,0,2,0,2,0,2,0
TXN00000218,2025-01-13 12:00:32,C03907,M00637,D07516,169.16,12,0,0,1,1,2,1,3,0,0,0
TXN00000219,2025-01-13 12:04:40,C03907,M02476,D07572,138.76,12,0,0,1,0,1,0,4,0,3,0
TXN00000220,2025-01-13 12:07:35,C03907,M02351,D07572,34.39,12,0,0,0,0,2,0,5,1,4,0
TXN00000221,2025-01-13 14:15:32,C00732,M01638,D03359,83.01,14,0,1,1,1,0,0,0,0,0,0
TXN00000222,2025-01-13 14:18:17,C00732,M00659,D03359,289.83,14,0,0,0,0,1,0,1,1,1,0
TXN00000223,2025-01-13 14:20:16,C00732,M02929,D03359,356.83,14,0,0,0,0,2,0,2,1,2,0
TXN00000224,2025-01-13 14:50:53,CX00521,M01177,D09264,4827.68,14,0,1,1,1,0,1,0,0,0,1
TXN00000225,2025-01-13 15:04:27,CX00521,M01651,D09264,512.47,15,0,0,1,0,0,0,1,0,1,1
TXN00000226,2025-01-13 17:19:05,C06678,M03283,D05745,699.03,17,0,1,1,1,0,0,0,0,0,0
TXN00000227,2025-01-13 17:20:37,C06678,M00475,D02415,57.23,17,0,0,1,1,1,0,1,0,0,0
TXN00000228,2025-01-13 18:14:06,C08032,M00885,D05253,155.55,18,0,1,1,1,0,0,0,0,0,0
TXN00000229,2025-01-13 18:20:21,C08032,M00319,D00752,204.08,18,0,0,1,1,1,0,1,0,0,0
TXN00000230,2025-01-13 20:20:49,C08470,M02140,D01402,59.88,20,0,1,1,1,0,0,0,0,0,0
TXN00000231,2025-01-13 20:24:00,C08470,M00145,D07975,332.72,20,0,0,1,1,1,0,1,0,0,0
TXN00000232,2025-01-13 20:27:37,C08470,M03759,D07524,229.55,20,0,0,1,1,2,0,2,0,0,0
TXN00000233,2025-01-13 20:32:37,C08470,M03122,D06982,85.43,20,0,0,1,1,1,0,3,0,0,0
TXN00000234,2025-01-13 20:45:37,C02787,M00756,D07661,53.42,20,0,1,1,1,0,0,0,0,0,0
TXN00000235,2025-01-13 20:49:43,C02787,M03280,D07661,139.76,20,0,0,1,0,1,0,1,0,1,0
